Time,Setpoint,Measurement,Output,Error,DeltaOutput
27.660,10.000,10.037,8.177,-0.037,-0.360
27.670,10.000,10.012,8.566,-0.012,0.389
27.680,10.000,10.009,8.355,-0.009,-0.211
27.690,10.000,10.004,8.389,-0.004,0.034
27.700,10.000,10.025,8.097,-0.025,-0.292
27.710,10.000,10.031,8.235,-0.031,0.138
27.720,10.000,9.958,9.115,0.042,0.880
27.730,10.000,9.995,7.960,0.005,-1.155
27.740,10.000,9.990,8.396,0.010,0.436
27.750,10.000,10.012,8.097,-0.012,-0.299
27.760,10.000,10.037,8.045,-0.037,-0.052
27.770,10.000,9.974,8.999,0.026,0.953
27.780,10.000,9.992,8.155,0.008,-0.844
27.790,10.000,10.046,7.753,-0.046,-0.402
27.800,10.000,9.985,8.957,0.015,1.204
27.810,10.000,9.998,8.208,0.002,-0.749
27.820,10.000,9.969,8.651,0.031,0.443
27.830,10.000,9.992,8.116,0.008,-0.535
27.840,10.000,9.967,8.611,0.033,0.495
27.850,10.000,9.992,8.099,0.008,-0.512
27.860,10.000,9.965,8.630,0.035,0.531
27.870,10.000,10.020,7.771,-0.020,-0.859
27.880,10.000,10.024,8.269,-0.024,0.498
27.890,10.000,10.016,8.400,-0.016,0.131
27.900,10.000,9.981,8.697,0.019,0.297
27.910,10.000,10.050,7.591,-0.050,-1.107
27.920,10.000,9.952,9.366,0.048,1.775
27.930,10.000,10.031,7.514,-0.031,-1.852
27.940,10.000,9.965,9.033,0.035,1.519
27.950,10.000,10.052,7.404,-0.052,-1.629
27.960,10.000,10.002,8.838,-0.002,1.435
27.970,10.000,9.954,8.856,0.046,0.017
27.980,10.000,10.017,7.685,-0.017,-1.171
27.990,10.000,9.964,8.904,0.036,1.220
28.000,10.000,10.011,7.855,-0.011,-1.049
28.010,10.000,9.989,8.566,0.011,0.710
28.020,10.000,10.049,7.685,-0.049,-0.880
28.030,10.000,10.015,8.657,-0.015,0.972
28.040,10.000,10.031,8.143,-0.031,-0.514
28.050,10.000,9.985,8.804,0.015,0.661
28.060,10.000,9.980,8.405,0.020,-0.399
28.070,10.000,10.021,7.904,-0.021,-0.501
28.080,10.000,10.012,8.414,-0.012,0.510
28.090,10.000,10.019,8.243,-0.019,-0.171
28.100,10.000,10.013,8.375,-0.013,0.132
28.110,10.000,9.950,9.021,0.050,0.646
28.120,10.000,9.969,8.166,0.031,-0.855
28.130,10.000,10.035,7.637,-0.035,-0.529
28.140,10.000,9.988,8.820,0.012,1.183
28.150,10.000,9.984,8.395,0.016,-0.425
28.160,10.000,9.974,8.458,0.026,0.063
28.170,10.000,10.007,7.999,-0.007,-0.459
28.180,10.000,10.050,7.853,-0.050,-0.147
28.190,10.000,10.044,8.345,-0.044,0.492
28.200,10.000,9.968,9.122,0.032,0.777
28.210,10.000,9.983,8.200,0.017,-0.921
28.220,10.000,10.047,7.651,-0.047,-0.549
28.230,10.000,9.973,9.098,0.027,1.447
28.240,10.000,9.961,8.498,0.039,-0.600
28.250,10.000,9.965,8.330,0.035,-0.168
28.260,10.000,9.978,8.218,0.022,-0.112
28.270,10.000,10.015,7.947,-0.015,-0.271
28.280,10.000,9.965,8.869,0.035,0.922
28.290,10.000,10.043,7.520,-0.043,-1.348
28.300,10.000,10.026,8.473,-0.026,0.953
28.310,10.000,10.023,8.346,-0.023,-0.128
28.320,10.000,9.977,8.808,0.023,0.463
28.330,10.000,10.027,7.809,-0.027,-0.999
28.340,10.000,9.990,8.718,0.010,0.909
28.350,10.000,9.961,8.662,0.039,-0.056
28.360,10.000,9.965,8.324,0.035,-0.338
28.370,10.000,10.023,7.734,-0.023,-0.591
28.380,10.000,10.029,8.249,-0.029,0.516
28.390,10.000,10.024,8.356,-0.024,0.107
28.400,10.000,9.988,8.699,0.012,0.343
28.410,10.000,9.995,8.275,0.005,-0.424
28.420,10.000,10.026,7.991,-0.026,-0.283
28.430,10.000,10.005,8.548,-0.005,0.556
28.440,10.000,9.977,8.630,0.023,0.082
28.450,10.000,9.968,8.462,0.032,-0.168
28.460,10.000,10.041,7.558,-0.041,-0.904
28.470,10.000,9.998,8.771,0.002,1.214
28.480,10.000,10.021,8.079,-0.021,-0.692
28.490,10.000,10.037,8.133,-0.037,0.054
28.500,10.000,9.994,8.766,0.006,0.633
28.510,10.000,10.042,7.815,-0.042,-0.951
28.520,10.000,9.967,9.116,0.033,1.301
28.530,10.000,9.994,8.064,0.006,-1.053
28.540,10.000,9.968,8.629,0.032,0.565
28.550,10.000,9.981,8.225,0.019,-0.404
28.560,10.000,10.006,8.077,-0.006,-0.148
28.570,10.000,9.994,8.464,0.006,0.388
28.580,10.000,10.043,7.794,-0.043,-0.671
28.590,10.000,10.018,8.567,-0.018,0.773
28.600,10.000,9.982,8.707,0.018,0.140
28.610,10.000,10.022,7.917,-0.022,-0.790
28.620,10.000,9.993,8.628,0.007,0.711
28.630,10.000,10.012,8.126,-0.012,-0.502
28.640,10.000,9.995,8.509,0.005,0.384
28.650,10.000,10.036,7.891,-0.036,-0.618
28.660,10.000,10.020,8.475,-0.020,0.583
28.670,10.000,10.007,8.451,-0.007,-0.024
28.680,10.000,10.005,8.348,-0.005,-0.104
28.690,10.000,10.001,8.374,-0.001,0.027
28.700,10.000,9.983,8.522,0.017,0.148
28.710,10.000,10.046,7.657,-0.046,-0.865
28.720,10.000,10.042,8.332,-0.042,0.675
28.730,10.000,9.956,9.232,0.044,0.901
28.740,10.000,10.004,7.855,-0.004,-1.377
28.750,10.000,9.972,8.677,0.028,0.822
28.760,10.000,9.977,8.305,0.023,-0.373
28.770,10.000,9.992,8.197,0.008,-0.108
28.780,10.000,10.023,7.995,-0.023,-0.202
28.790,10.000,10.045,8.071,-0.045,0.076
28.800,10.000,9.976,9.048,0.024,0.977
28.810,10.000,9.971,8.411,0.029,-0.636
28.820,10.000,10.040,7.601,-0.040,-0.810
28.830,10.000,9.996,8.775,0.004,1.174
28.840,10.000,10.012,8.158,-0.012,-0.617
28.850,10.000,9.955,8.949,0.045,0.790
28.860,10.000,10.030,7.550,-0.030,-1.399
28.870,10.000,9.965,9.023,0.035,1.473
28.880,10.000,10.002,7.959,-0.002,-1.064
28.890,10.000,10.020,8.131,-0.020,0.172
28.900,10.000,10.036,8.135,-0.036,0.004
28.910,10.000,10.031,8.353,-0.031,0.218
28.920,10.000,9.988,8.767,0.012,0.414
28.930,10.000,9.982,8.414,0.018,-0.353
28.940,10.000,9.996,8.194,0.004,-0.220
28.950,10.000,10.037,7.887,-0.037,-0.307
28.960,10.000,9.965,9.089,0.035,1.202
28.970,10.000,9.970,8.316,0.030,-0.773
28.980,10.000,9.998,8.054,0.002,-0.261
28.990,10.000,10.024,8.048,-0.024,-0.007
29.000,10.000,10.018,8.373,-0.018,0.326
29.010,10.000,10.029,8.195,-0.029,-0.178
29.020,10.000,10.017,8.428,-0.017,0.233
29.030,10.000,10.013,8.356,-0.013,-0.072
29.040,10.000,10.039,8.042,-0.039,-0.313
29.050,10.000,9.968,9.067,0.032,1.024
29.060,10.000,10.039,7.579,-0.039,-1.487
29.070,10.000,9.963,9.135,0.037,1.556
29.080,10.000,10.014,7.809,-0.014,-1.326
29.090,10.000,10.010,8.362,-0.010,0.553
29.100,10.000,9.961,8.853,0.039,0.491
29.110,10.000,10.043,7.472,-0.043,-1.380
29.120,10.000,10.028,8.456,-0.028,0.984
29.130,10.000,9.949,9.173,0.051,0.716
29.140,10.000,9.993,7.898,0.007,-1.274
29.150,10.000,9.993,8.330,0.007,0.432
29.160,10.000,9.958,8.733,0.042,0.402
29.170,10.000,9.970,8.233,0.030,-0.500
29.180,10.000,10.012,7.899,-0.012,-0.333
29.190,10.000,10.007,8.379,-0.007,0.479
29.200,10.000,10.038,7.982,-0.038,-0.397
29.210,10.000,9.996,8.758,0.004,0.776
29.220,10.000,9.992,8.382,0.008,-0.375
29.230,10.000,9.980,8.465,0.020,0.082
29.240,10.000,10.032,7.782,-0.032,-0.682
29.250,10.000,10.036,8.260,-0.036,0.477
29.260,10.000,9.965,9.071,0.035,0.811
29.270,10.000,9.951,8.522,0.049,-0.548
29.280,10.000,9.959,8.291,0.041,-0.231
29.290,10.000,10.017,7.736,-0.017,-0.555
29.300,10.000,10.023,8.253,-0.023,0.517
29.310,10.000,10.025,8.283,-0.025,0.029
29.320,10.000,9.994,8.654,0.006,0.372
29.330,10.000,9.994,8.332,0.006,-0.323
29.340,10.000,9.993,8.354,0.007,0.023
29.350,10.000,9.986,8.409,0.014,0.054
29.360,10.000,10.017,8.010,-0.017,-0.399
29.370,10.000,9.980,8.718,0.020,0.708
29.380,10.000,10.004,8.090,-0.004,-0.628
29.390,10.000,9.979,8.608,0.021,0.517
29.400,10.000,10.045,7.626,-0.045,-0.981
29.410,10.000,10.013,8.630,-0.013,1.004
29.420,10.000,9.970,8.799,0.030,0.169
29.430,10.000,10.027,7.734,-0.027,-1.065
29.440,10.000,10.017,8.418,-0.017,0.684
29.450,10.000,10.011,8.381,-0.011,-0.038
29.460,10.000,9.969,8.783,0.031,0.403
29.470,10.000,10.029,7.701,-0.029,-1.082
29.480,10.000,10.029,8.300,-0.029,0.599
29.490,10.000,10.029,8.301,-0.029,0.001
29.500,10.000,9.984,8.803,0.016,0.502
29.510,10.000,10.021,7.933,-0.021,-0.870
29.520,10.000,9.979,8.774,0.021,0.841
29.530,10.000,10.030,7.796,-0.030,-0.978
29.540,10.000,9.950,9.181,0.050,1.385
29.550,10.000,9.966,8.204,0.034,-0.978
29.560,10.000,10.020,7.772,-0.020,-0.432
29.570,10.000,9.970,8.864,0.030,1.092
29.580,10.000,9.965,8.409,0.035,-0.454
29.590,10.000,10.028,7.681,-0.028,-0.728
29.600,10.000,10.035,8.222,-0.035,0.541
29.610,10.000,10.036,8.285,-0.036,0.063
29.620,10.000,10.001,8.687,-0.001,0.402
29.630,10.000,9.983,8.527,0.017,-0.160
29.640,10.000,9.984,8.332,0.016,-0.195
29.650,10.000,10.047,7.652,-0.047,-0.680
29.660,10.000,10.017,8.619,-0.017,0.967
29.670,10.000,9.949,9.061,0.051,0.442
29.680,10.000,9.982,8.021,0.018,-1.040
29.690,10.000,9.975,8.425,0.025,0.404
29.700,10.000,9.982,8.280,0.018,-0.146
29.710,10.000,9.975,8.432,0.025,0.152
29.720,10.000,10.043,7.602,-0.043,-0.830
29.730,10.000,10.000,8.766,0.000,1.164
29.740,10.000,9.950,8.884,0.050,0.118
29.750,10.000,10.014,7.671,-0.014,-1.213
29.760,10.000,9.965,8.862,0.035,1.191
29.770,10.000,9.973,8.279,0.027,-0.583
29.780,10.000,9.991,8.156,0.009,-0.122
29.790,10.000,10.049,7.709,-0.049,-0.448
29.800,10.000,9.950,9.368,0.050,1.659
29.810,10.000,10.030,7.506,-0.030,-1.862
29.820,10.000,10.018,8.430,-0.018,0.924
29.830,10.000,9.984,8.688,0.016,0.259
29.840,10.000,10.008,8.090,-0.008,-0.598
29.850,10.000,10.023,8.157,-0.023,0.067
29.860,10.000,9.998,8.579,0.002,0.422
29.870,10.000,9.976,8.581,0.024,0.001
29.880,10.000,10.047,7.571,-0.047,-1.010
29.890,10.000,10.012,8.676,-0.012,1.105
29.900,10.000,9.952,8.981,0.048,0.305
29.910,10.000,10.037,7.444,-0.037,-1.537
29.920,10.000,10.002,8.676,-0.002,1.232
29.930,10.000,10.007,8.279,-0.007,-0.397
29.940,10.000,9.968,8.755,0.032,0.476
29.950,10.000,10.041,7.555,-0.041,-1.201
29.960,10.000,10.002,8.719,-0.002,1.165
29.970,10.000,10.039,7.920,-0.039,-0.799
29.980,10.000,10.038,8.303,-0.038,0.382
29.990,10.000,10.032,8.358,-0.032,0.056
