Time,Setpoint,Measurement,Output,Error
20.920,10.000,9.207,7.934,0.793
20.930,10.000,9.185,8.150,0.815
20.940,10.000,9.202,7.980,0.798
20.950,10.000,9.206,7.942,0.794
20.960,10.000,9.220,7.801,0.780
20.970,10.000,9.270,7.300,0.730
20.980,10.000,9.216,7.836,0.784
20.990,10.000,9.190,8.101,0.810
21.000,10.000,9.269,7.305,0.731
21.010,10.000,9.209,7.910,0.791
21.020,10.000,9.211,7.892,0.789
21.030,10.000,9.197,8.032,0.803
21.040,10.000,9.198,8.023,0.802
21.050,10.000,9.245,7.546,0.755
21.060,10.000,9.226,7.741,0.774
21.070,10.000,9.244,7.564,0.756
21.080,10.000,9.195,8.051,0.805
21.090,10.000,9.232,7.684,0.768
21.100,10.000,9.198,8.016,0.802
21.110,10.000,9.220,7.798,0.780
21.120,10.000,9.233,7.672,0.767
21.130,10.000,9.195,8.046,0.805
21.140,10.000,9.202,7.978,0.798
21.150,10.000,9.251,7.491,0.749
21.160,10.000,9.239,7.614,0.761
21.170,10.000,9.295,7.054,0.705
21.180,10.000,9.227,7.728,0.773
21.190,10.000,9.199,8.008,0.801
21.200,10.000,9.268,7.322,0.732
21.210,10.000,9.232,7.681,0.768
21.220,10.000,9.247,7.530,0.753
21.230,10.000,9.193,8.065,0.807
21.240,10.000,9.239,7.610,0.761
21.250,10.000,9.268,7.322,0.732
21.260,10.000,9.215,7.848,0.785
21.270,10.000,9.272,7.280,0.728
21.280,10.000,9.248,7.516,0.752
21.290,10.000,9.246,7.542,0.754
21.300,10.000,9.273,7.266,0.727
21.310,10.000,9.227,7.732,0.773
21.320,10.000,9.267,7.327,0.733
21.330,10.000,9.194,8.058,0.806
21.340,10.000,9.237,7.627,0.763
21.350,10.000,9.276,7.240,0.724
21.360,10.000,9.248,7.519,0.752
21.370,10.000,9.269,7.306,0.731
21.380,10.000,9.224,7.763,0.776
21.390,10.000,9.251,7.489,0.749
21.400,10.000,9.207,7.932,0.793
21.410,10.000,9.232,7.683,0.768
21.420,10.000,9.179,8.214,0.821
21.430,10.000,9.251,7.493,0.749
21.440,10.000,9.236,7.643,0.764
21.450,10.000,9.187,8.129,0.813
21.460,10.000,9.206,7.943,0.794
21.470,10.000,9.282,7.175,0.718
21.480,10.000,9.187,8.125,0.813
21.490,10.000,9.243,7.574,0.757
21.500,10.000,9.189,8.111,0.811
21.510,10.000,9.266,7.337,0.734
21.520,10.000,9.183,8.169,0.817
21.530,10.000,9.248,7.518,0.752
21.540,10.000,9.270,7.304,0.730
21.550,10.000,9.229,7.706,0.771
21.560,10.000,9.221,7.788,0.779
21.570,10.000,9.194,8.062,0.806
21.580,10.000,9.214,7.859,0.786
21.590,10.000,9.186,8.142,0.814
21.600,10.000,9.259,7.411,0.741
21.610,10.000,9.204,7.962,0.796
21.620,10.000,9.232,7.678,0.768
21.630,10.000,9.243,7.572,0.757
21.640,10.000,9.218,7.823,0.782
21.650,10.000,9.286,7.138,0.714
21.660,10.000,9.233,7.674,0.767
21.670,10.000,9.283,7.169,0.717
21.680,10.000,9.270,7.301,0.730
21.690,10.000,9.274,7.260,0.726
21.700,10.000,9.249,7.511,0.751
21.710,10.000,9.195,8.052,0.805
21.720,10.000,9.227,7.732,0.773
21.730,10.000,9.252,7.485,0.748
21.740,10.000,9.266,7.339,0.734
21.750,10.000,9.180,8.199,0.820
21.760,10.000,9.259,7.407,0.741
21.770,10.000,9.189,8.106,0.811
21.780,10.000,9.183,8.167,0.817
21.790,10.000,9.270,7.296,0.730
21.800,10.000,9.252,7.478,0.748
21.810,10.000,9.189,8.105,0.811
21.820,10.000,9.251,7.489,0.749
21.830,10.000,9.253,7.470,0.747
21.840,10.000,9.252,7.475,0.748
21.850,10.000,9.233,7.673,0.767
21.860,10.000,9.198,8.020,0.802
21.870,10.000,9.193,8.075,0.807
21.880,10.000,9.248,7.516,0.752
21.890,10.000,9.231,7.692,0.769
21.900,10.000,9.194,8.060,0.806
21.910,10.000,9.220,7.798,0.780
21.920,10.000,9.251,7.491,0.749
21.930,10.000,9.240,7.603,0.760
21.940,10.000,9.274,7.261,0.726
21.950,10.000,9.277,7.229,0.723
21.960,10.000,9.232,7.680,0.768
21.970,10.000,9.216,7.835,0.784
21.980,10.000,9.274,7.263,0.726
21.990,10.000,9.219,7.811,0.781
22.000,10.000,9.211,7.895,0.789
22.010,10.000,9.246,7.543,0.754
22.020,10.000,9.239,7.605,0.761
22.030,10.000,9.260,7.403,0.740
22.040,10.000,9.216,7.836,0.784
22.050,10.000,9.228,7.722,0.772
22.060,10.000,9.265,7.352,0.735
22.070,10.000,9.197,8.027,0.803
22.080,10.000,9.242,7.584,0.758
22.090,10.000,9.269,7.309,0.731
22.100,10.000,9.186,8.143,0.814
22.110,10.000,9.215,7.851,0.785
22.120,10.000,9.183,8.175,0.817
22.130,10.000,9.263,7.366,0.737
22.140,10.000,9.191,8.090,0.809
22.150,10.000,9.261,7.391,0.739
22.160,10.000,9.219,7.814,0.781
22.170,10.000,9.214,7.857,0.786
22.180,10.000,9.275,7.247,0.725
22.190,10.000,9.186,8.143,0.814
22.200,10.000,9.267,7.332,0.733
22.210,10.000,9.188,8.121,0.812
22.220,10.000,9.227,7.725,0.773
22.230,10.000,9.236,7.639,0.764
22.240,10.000,9.249,7.509,0.751
22.250,10.000,9.220,7.803,0.780
22.260,10.000,9.235,7.653,0.765
22.270,10.000,9.205,7.946,0.795
22.280,10.000,9.263,7.369,0.737
22.290,10.000,9.232,7.682,0.768
22.300,10.000,9.250,7.496,0.750
22.310,10.000,9.196,8.037,0.804
22.320,10.000,9.203,7.970,0.797
22.330,10.000,9.218,7.820,0.782
22.340,10.000,9.187,8.135,0.813
22.350,10.000,9.252,7.478,0.748
22.360,10.000,9.275,7.254,0.725
22.370,10.000,9.277,7.234,0.723
22.380,10.000,9.271,7.286,0.729
22.390,10.000,9.235,7.651,0.765
22.400,10.000,9.267,7.326,0.733
22.410,10.000,9.182,8.183,0.818
22.420,10.000,9.177,8.230,0.823
22.430,10.000,9.180,8.203,0.820
22.440,10.000,9.277,7.229,0.723
22.450,10.000,9.196,8.037,0.804
22.460,10.000,9.265,7.348,0.735
22.470,10.000,9.217,7.831,0.783
22.480,10.000,9.235,7.653,0.765
22.490,10.000,9.261,7.387,0.739
22.500,10.000,9.226,7.737,0.774
22.510,10.000,9.222,7.781,0.778
22.520,10.000,9.273,7.275,0.727
22.530,10.000,9.274,7.261,0.726
22.540,10.000,9.175,8.250,0.825
22.550,10.000,9.242,7.582,0.758
22.560,10.000,9.217,7.834,0.783
22.570,10.000,9.236,7.645,0.764
22.580,10.000,9.270,7.304,0.730
22.590,10.000,9.199,8.010,0.801
22.600,10.000,9.190,8.104,0.810
22.610,10.000,9.245,7.550,0.755
22.620,10.000,9.223,7.771,0.777
22.630,10.000,9.217,7.833,0.783
22.640,10.000,9.184,8.162,0.816
22.650,10.000,9.233,7.669,0.767
22.660,10.000,9.189,8.107,0.811
22.670,10.000,9.282,7.183,0.718
22.680,10.000,9.230,7.702,0.770
22.690,10.000,9.184,8.163,0.816
22.700,10.000,9.242,7.576,0.758
22.710,10.000,9.226,7.745,0.774
22.720,10.000,9.196,8.039,0.804
22.730,10.000,9.246,7.536,0.754
22.740,10.000,9.229,7.713,0.771
22.750,10.000,9.193,8.066,0.807
22.760,10.000,9.266,7.342,0.734
22.770,10.000,9.214,7.862,0.786
22.780,10.000,9.233,7.668,0.767
22.790,10.000,9.220,7.799,0.780
22.800,10.000,9.198,8.023,0.802
22.810,10.000,9.285,7.151,0.715
22.820,10.000,9.264,7.361,0.736
22.830,10.000,9.189,8.110,0.811
22.840,10.000,9.281,7.194,0.719
22.850,10.000,9.264,7.364,0.736
22.860,10.000,9.252,7.480,0.748
22.870,10.000,9.215,7.846,0.785
22.880,10.000,9.220,7.796,0.780
22.890,10.000,9.246,7.543,0.754
22.900,10.000,9.241,7.589,0.759
22.910,10.000,9.233,7.668,0.767
22.920,10.000,9.211,7.892,0.789
22.930,10.000,9.187,8.129,0.813
22.940,10.000,9.276,7.243,0.724
22.950,10.000,9.217,7.831,0.783
22.960,10.000,9.239,7.607,0.761
22.970,10.000,9.181,8.189,0.819
22.980,10.000,9.218,7.821,0.782
22.990,10.000,9.191,8.086,0.809
23.000,10.000,9.190,8.100,0.810
23.010,10.000,9.282,7.180,0.718
23.020,10.000,9.235,7.645,0.765
23.030,10.000,9.202,7.983,0.798
23.040,10.000,9.241,7.587,0.759
23.050,10.000,9.280,7.196,0.720
23.060,10.000,9.209,7.914,0.791
23.070,10.000,9.218,7.820,0.782
23.080,10.000,9.209,7.914,0.791
23.090,10.000,9.260,7.405,0.740
23.100,10.000,9.253,7.471,0.747
23.110,10.000,9.218,7.817,0.782
23.120,10.000,9.254,7.460,0.746
23.130,10.000,9.230,7.700,0.770
23.140,10.000,9.224,7.762,0.776
23.150,10.000,9.248,7.517,0.752
23.160,10.000,9.211,7.893,0.789
23.170,10.000,9.196,8.039,0.804
23.180,10.000,9.187,8.131,0.813
23.190,10.000,9.257,7.430,0.743
23.200,10.000,9.264,7.357,0.736
23.210,10.000,9.247,7.527,0.753
23.220,10.000,9.206,7.935,0.794
23.230,10.000,9.195,8.055,0.805
23.240,10.000,9.257,7.432,0.743
23.250,10.000,9.201,7.986,0.799
23.260,10.000,9.234,7.664,0.766
23.270,10.000,9.215,7.848,0.785
23.280,10.000,9.205,7.954,0.795
23.290,10.000,9.270,7.296,0.730
23.300,10.000,9.222,7.775,0.778
23.310,10.000,9.208,7.923,0.792
23.320,10.000,9.263,7.371,0.737
23.330,10.000,9.272,7.280,0.728
23.340,10.000,9.221,7.791,0.779
23.350,10.000,9.213,7.868,0.787
23.360,10.000,9.265,7.349,0.735
23.370,10.000,9.245,7.545,0.755
23.380,10.000,9.244,7.557,0.756
23.390,10.000,9.184,8.157,0.816
23.400,10.000,9.219,7.808,0.781
23.410,10.000,9.215,7.853,0.785
23.420,10.000,9.223,7.768,0.777
23.430,10.000,9.191,8.093,0.809
23.440,10.000,9.265,7.347,0.735
23.450,10.000,9.265,7.354,0.735
23.460,10.000,9.254,7.463,0.746
23.470,10.000,9.188,8.120,0.812
23.480,10.000,9.276,7.239,0.724
23.490,10.000,9.253,7.468,0.747
23.500,10.000,9.255,7.449,0.745
23.510,10.000,9.248,7.519,0.752
23.520,10.000,9.212,7.880,0.788
23.530,10.000,9.277,7.235,0.723
23.540,10.000,9.255,7.452,0.745
23.550,10.000,9.178,8.215,0.822
23.560,10.000,9.191,8.088,0.809
23.570,10.000,9.205,7.949,0.795
23.580,10.000,9.214,7.865,0.786
23.590,10.000,9.213,7.874,0.787
23.600,10.000,9.189,8.105,0.811
23.610,10.000,9.253,7.467,0.747
23.620,10.000,9.235,7.652,0.765
23.630,10.000,9.264,7.359,0.736
23.640,10.000,9.235,7.654,0.765
23.650,10.000,9.269,7.315,0.731
23.660,10.000,9.188,8.124,0.812
23.670,10.000,9.214,7.865,0.786
23.680,10.000,9.231,7.688,0.769
23.690,10.000,9.252,7.477,0.748
23.700,10.000,9.215,7.849,0.785
23.710,10.000,9.265,7.351,0.735
23.720,10.000,9.279,7.213,0.721
23.730,10.000,9.247,7.525,0.753
23.740,10.000,9.262,7.376,0.738
23.750,10.000,9.249,7.513,0.751
23.760,10.000,9.221,7.793,0.779
23.770,10.000,9.228,7.716,0.772
23.780,10.000,9.252,7.475,0.748
23.790,10.000,9.210,7.903,0.790
23.800,10.000,9.198,8.020,0.802
23.810,10.000,9.227,7.729,0.773
23.820,10.000,9.180,8.196,0.820
23.830,10.000,9.235,7.647,0.765
23.840,10.000,9.226,7.744,0.774
23.850,10.000,9.260,7.401,0.740
23.860,10.000,9.235,7.648,0.765
23.870,10.000,9.235,7.650,0.765
23.880,10.000,9.180,8.196,0.820
23.890,10.000,9.267,7.327,0.733
23.900,10.000,9.263,7.367,0.737
23.910,10.000,9.183,8.173,0.817
23.920,10.000,9.231,7.691,0.769
23.930,10.000,9.212,7.881,0.788
23.940,10.000,9.264,7.360,0.736
23.950,10.000,9.280,7.201,0.720
23.960,10.000,9.192,8.079,0.808
23.970,10.000,9.267,7.333,0.733
23.980,10.000,9.206,7.942,0.794
23.990,10.000,9.239,7.608,0.761
24.000,10.000,9.232,7.679,0.768
24.010,10.000,9.237,7.626,0.763
24.020,10.000,9.218,7.823,0.782
24.030,10.000,9.228,7.721,0.772
24.040,10.000,9.205,7.950,0.795
24.050,10.000,9.203,7.968,0.797
24.060,10.000,9.202,7.976,0.798
24.070,10.000,9.254,7.459,0.746
24.080,10.000,9.256,7.436,0.744
24.090,10.000,9.276,7.236,0.724
24.100,10.000,9.182,8.179,0.818
24.110,10.000,9.276,7.242,0.724
24.120,10.000,9.222,7.783,0.778
24.130,10.000,9.184,8.162,0.816
24.140,10.000,9.229,7.707,0.771
24.150,10.000,9.269,7.315,0.731
24.160,10.000,9.262,7.382,0.738
24.170,10.000,9.180,8.202,0.820
24.180,10.000,9.222,7.780,0.778
24.190,10.000,9.264,7.363,0.736
24.200,10.000,9.265,7.346,0.735
24.210,10.000,9.201,7.993,0.799
24.220,10.000,9.265,7.350,0.735
24.230,10.000,9.212,7.880,0.788
24.240,10.000,9.232,7.685,0.768
24.250,10.000,9.245,7.550,0.755
24.260,10.000,9.211,7.890,0.789
24.270,10.000,9.246,7.542,0.754
24.280,10.000,9.231,7.693,0.769
24.290,10.000,9.239,7.612,0.761
24.300,10.000,9.204,7.962,0.796
24.310,10.000,9.185,8.154,0.815
24.320,10.000,9.201,7.991,0.799
24.330,10.000,9.249,7.512,0.751
24.340,10.000,9.236,7.637,0.764
24.350,10.000,9.226,7.737,0.774
24.360,10.000,9.269,7.306,0.731
24.370,10.000,9.253,7.468,0.747
24.380,10.000,9.192,8.077,0.808
24.390,10.000,9.241,7.588,0.759
24.400,10.000,9.248,7.518,0.752
24.410,10.000,9.196,8.040,0.804
24.420,10.000,9.235,7.645,0.765
24.430,10.000,9.191,8.085,0.809
24.440,10.000,9.204,7.959,0.796
24.450,10.000,9.186,8.141,0.814
24.460,10.000,9.284,7.161,0.716
24.470,10.000,9.187,8.134,0.813
24.480,10.000,9.189,8.109,0.811
24.490,10.000,9.226,7.738,0.774
24.500,10.000,9.273,7.266,0.727
24.510,10.000,9.274,7.255,0.726
24.520,10.000,9.244,7.563,0.756
24.530,10.000,9.252,7.475,0.748
24.540,10.000,9.204,7.961,0.796
24.550,10.000,9.196,8.042,0.804
24.560,10.000,9.221,7.792,0.779
24.570,10.000,9.241,7.589,0.759
24.580,10.000,9.264,7.358,0.736
24.590,10.000,9.271,7.290,0.729
24.600,10.000,9.196,8.037,0.804
24.610,10.000,9.188,8.123,0.812
24.620,10.000,9.278,7.218,0.722
24.630,10.000,9.217,7.834,0.783
24.640,10.000,9.253,7.471,0.747
24.650,10.000,9.228,7.720,0.772
24.660,10.000,9.260,7.402,0.740
24.670,10.000,9.236,7.636,0.764
24.680,10.000,9.199,8.013,0.801
24.690,10.000,9.273,7.274,0.727
24.700,10.000,9.195,8.050,0.805
24.710,10.000,9.267,7.326,0.733
24.720,10.000,9.186,8.139,0.814
24.730,10.000,9.251,7.489,0.749
24.740,10.000,9.276,7.236,0.724
24.750,10.000,9.205,7.952,0.795
24.760,10.000,9.249,7.511,0.751
24.770,10.000,9.270,7.303,0.730
24.780,10.000,9.204,7.956,0.796
24.790,10.000,9.248,7.515,0.752
24.800,10.000,9.204,7.962,0.796
24.810,10.000,9.190,8.104,0.810
24.820,10.000,9.238,7.618,0.762
24.830,10.000,9.266,7.340,0.734
24.840,10.000,9.258,7.424,0.742
24.850,10.000,9.255,7.452,0.745
24.860,10.000,9.272,7.280,0.728
24.870,10.000,9.186,8.138,0.814
24.880,10.000,9.207,7.926,0.793
24.890,10.000,9.251,7.488,0.749
24.900,10.000,9.275,7.246,0.725
24.910,10.000,9.219,7.809,0.781
24.920,10.000,9.252,7.485,0.748
24.930,10.000,9.264,7.364,0.736
24.940,10.000,9.249,7.507,0.751
24.950,10.000,9.215,7.846,0.785
24.960,10.000,9.206,7.938,0.794
24.970,10.000,9.227,7.730,0.773
24.980,10.000,9.273,7.273,0.727
24.990,10.000,9.223,7.773,0.777
25.000,10.000,9.215,7.855,0.785
25.010,10.000,9.186,8.141,0.814
25.020,10.000,9.211,7.886,0.789
25.030,10.000,9.225,7.753,0.775
25.040,10.000,9.258,7.422,0.742
25.050,10.000,9.205,7.945,0.795
25.060,10.000,9.250,7.497,0.750
25.070,10.000,9.224,7.756,0.776
25.080,10.000,9.196,8.041,0.804
25.090,10.000,9.178,8.215,0.822
25.100,10.000,9.199,8.008,0.801
25.110,10.000,9.229,7.713,0.771
25.120,10.000,9.193,8.067,0.807
25.130,10.000,9.259,7.407,0.741
25.140,10.000,9.213,7.865,0.787
25.150,10.000,9.273,7.273,0.727
25.160,10.000,9.233,7.673,0.767
25.170,10.000,9.207,7.929,0.793
25.180,10.000,9.283,7.167,0.717
25.190,10.000,9.261,7.387,0.739
25.200,10.000,9.276,7.237,0.724
25.210,10.000,9.274,7.261,0.726
25.220,10.000,9.199,8.013,0.801
25.230,10.000,9.249,7.507,0.751
25.240,10.000,9.262,7.382,0.738
25.250,10.000,9.175,8.250,0.825
25.260,10.000,9.194,8.059,0.806
25.270,10.000,9.200,8.002,0.800
25.280,10.000,9.236,7.641,0.764
25.290,10.000,9.197,8.032,0.803
25.300,10.000,9.255,7.452,0.745
25.310,10.000,9.279,7.211,0.721
25.320,10.000,9.208,7.924,0.792
25.330,10.000,9.188,8.124,0.812
25.340,10.000,9.228,7.720,0.772
25.350,10.000,9.192,8.076,0.808
25.360,10.000,9.223,7.774,0.777
25.370,10.000,9.204,7.958,0.796
25.380,10.000,9.245,7.548,0.755
25.390,10.000,9.243,7.567,0.757
25.400,10.000,9.204,7.959,0.796
25.410,10.000,9.263,7.373,0.737
25.420,10.000,9.187,8.126,0.813
25.430,10.000,9.216,7.840,0.784
25.440,10.000,9.238,7.623,0.762
25.450,10.000,9.220,7.803,0.780
25.460,10.000,9.205,7.954,0.795
25.470,10.000,9.190,8.105,0.810
25.480,10.000,9.249,7.511,0.751
25.490,10.000,9.207,7.931,0.793
25.500,10.000,9.273,7.272,0.727
25.510,10.000,9.244,7.559,0.756
25.520,10.000,9.203,7.974,0.797
25.530,10.000,9.196,8.038,0.804
25.540,10.000,9.221,7.793,0.779
25.550,10.000,9.194,8.058,0.806
25.560,10.000,9.203,7.968,0.797
25.570,10.000,9.243,7.570,0.757
25.580,10.000,9.219,7.814,0.781
25.590,10.000,9.260,7.395,0.740
25.600,10.000,9.258,7.420,0.742
25.610,10.000,9.289,7.114,0.711
25.620,10.000,9.252,7.481,0.748
25.630,10.000,9.282,7.185,0.718
25.640,10.000,9.189,8.106,0.811
25.650,10.000,9.196,8.036,0.804
25.660,10.000,9.194,8.064,0.806
25.670,10.000,9.235,7.653,0.765
25.680,10.000,9.220,7.800,0.780
25.690,10.000,9.255,7.448,0.745
25.700,10.000,9.192,8.083,0.808
25.710,10.000,9.241,7.589,0.759
25.720,10.000,9.232,7.679,0.768
25.730,10.000,9.197,8.035,0.803
25.740,10.000,9.272,7.283,0.728
25.750,10.000,9.282,7.184,0.718
25.760,10.000,9.226,7.744,0.774
25.770,10.000,9.283,7.166,0.717
25.780,10.000,9.276,7.240,0.724
25.790,10.000,9.277,7.227,0.723
25.800,10.000,9.191,8.089,0.809
25.810,10.000,9.254,7.462,0.746
25.820,10.000,9.230,7.697,0.770
25.830,10.000,9.206,7.937,0.794
25.840,10.000,9.260,7.400,0.740
25.850,10.000,9.259,7.414,0.741
25.860,10.000,9.206,7.941,0.794
25.870,10.000,9.266,7.335,0.734
25.880,10.000,9.203,7.971,0.797
25.890,10.000,9.230,7.701,0.770
25.900,10.000,9.230,7.697,0.770
25.910,10.000,9.268,7.316,0.732
25.920,10.000,9.224,7.763,0.776
25.930,10.000,9.191,8.087,0.809
25.940,10.000,9.263,7.373,0.737
25.950,10.000,9.229,7.707,0.771
25.960,10.000,9.201,7.989,0.799
25.970,10.000,9.267,7.330,0.733
25.980,10.000,9.272,7.277,0.728
25.990,10.000,9.227,7.729,0.773
26.000,10.000,9.226,7.739,0.774
26.010,10.000,9.272,7.282,0.728
26.020,10.000,9.174,8.262,0.826
26.030,10.000,9.268,7.323,0.732
26.040,10.000,9.175,8.246,0.825
26.050,10.000,9.256,7.435,0.744
26.060,10.000,9.258,7.423,0.742
26.070,10.000,9.213,7.868,0.787
26.080,10.000,9.249,7.505,0.751
26.090,10.000,9.247,7.530,0.753
26.100,10.000,9.207,7.929,0.793
26.110,10.000,9.260,7.396,0.740
26.120,10.000,9.217,7.825,0.783
26.130,10.000,9.257,7.427,0.743
26.140,10.000,9.184,8.164,0.816
26.150,10.000,9.197,8.025,0.803
26.160,10.000,9.239,7.611,0.761
26.170,10.000,9.215,7.848,0.785
26.180,10.000,9.186,8.137,0.814
26.190,10.000,9.267,7.331,0.733
26.200,10.000,9.267,7.331,0.733
26.210,10.000,9.235,7.648,0.765
26.220,10.000,9.251,7.491,0.749
26.230,10.000,9.209,7.906,0.791
26.240,10.000,9.248,7.516,0.752
26.250,10.000,9.232,7.678,0.768
26.260,10.000,9.260,7.396,0.740
26.270,10.000,9.268,7.320,0.732
26.280,10.000,9.215,7.851,0.785
26.290,10.000,9.252,7.484,0.748
26.300,10.000,9.217,7.830,0.783
26.310,10.000,9.266,7.343,0.734
26.320,10.000,9.245,7.553,0.755
26.330,10.000,9.215,7.850,0.785
26.340,10.000,9.254,7.457,0.746
26.350,10.000,9.244,7.560,0.756
26.360,10.000,9.192,8.080,0.808
26.370,10.000,9.235,7.646,0.765
26.380,10.000,9.183,8.167,0.817
26.390,10.000,9.270,7.299,0.730
26.400,10.000,9.207,7.926,0.793
26.410,10.000,9.218,7.819,0.782
26.420,10.000,9.255,7.453,0.745
26.430,10.000,9.252,7.483,0.748
26.440,10.000,9.199,8.013,0.801
26.450,10.000,9.264,7.357,0.736
26.460,10.000,9.172,8.282,0.828
26.470,10.000,9.263,7.371,0.737
26.480,10.000,9.202,7.985,0.798
26.490,10.000,9.183,8.171,0.817
26.500,10.000,9.251,7.487,0.749
26.510,10.000,9.193,8.073,0.807
26.520,10.000,9.245,7.550,0.755
26.530,10.000,9.226,7.743,0.774
26.540,10.000,9.228,7.717,0.772
26.550,10.000,9.216,7.839,0.784
26.560,10.000,9.183,8.166,0.817
26.570,10.000,9.217,7.831,0.783
26.580,10.000,9.215,7.853,0.785
26.590,10.000,9.231,7.689,0.769
26.600,10.000,9.197,8.026,0.803
26.610,10.000,9.263,7.370,0.737
26.620,10.000,9.224,7.757,0.776
26.630,10.000,9.272,7.279,0.728
26.640,10.000,9.204,7.958,0.796
26.650,10.000,9.207,7.927,0.793
26.660,10.000,9.247,7.528,0.753
26.670,10.000,9.230,7.704,0.770
26.680,10.000,9.272,7.278,0.728
26.690,10.000,9.256,7.437,0.744
26.700,10.000,9.222,7.778,0.778
26.710,10.000,9.205,7.952,0.795
26.720,10.000,9.202,7.978,0.798
26.730,10.000,9.207,7.929,0.793
26.740,10.000,9.189,8.109,0.811
26.750,10.000,9.236,7.644,0.764
26.760,10.000,9.202,7.979,0.798
26.770,10.000,9.194,8.062,0.806
26.780,10.000,9.228,7.725,0.772
26.790,10.000,9.235,7.650,0.765
26.800,10.000,9.204,7.957,0.796
26.810,10.000,9.203,7.971,0.797
26.820,10.000,9.254,7.456,0.746
26.830,10.000,9.273,7.274,0.727
26.840,10.000,9.249,7.515,0.751
26.850,10.000,9.200,8.003,0.800
26.860,10.000,9.209,7.911,0.791
26.870,10.000,9.255,7.450,0.745
26.880,10.000,9.236,7.636,0.764
26.890,10.000,9.240,7.597,0.760
26.900,10.000,9.200,8.000,0.800
26.910,10.000,9.251,7.490,0.749
26.920,10.000,9.218,7.824,0.782
26.930,10.000,9.242,7.581,0.758
26.940,10.000,9.238,7.621,0.762
26.950,10.000,9.240,7.600,0.760
26.960,10.000,9.264,7.356,0.736
26.970,10.000,9.198,8.025,0.802
26.980,10.000,9.285,7.145,0.715
26.990,10.000,9.250,7.502,0.750
27.000,10.000,9.270,7.297,0.730
27.010,10.000,9.221,7.787,0.779
27.020,10.000,9.272,7.284,0.728
27.030,10.000,9.187,8.133,0.813
27.040,10.000,9.246,7.541,0.754
27.050,10.000,9.275,7.247,0.725
27.060,10.000,9.234,7.658,0.766
27.070,10.000,9.257,7.426,0.743
27.080,10.000,9.276,7.238,0.724
27.090,10.000,9.267,7.335,0.733
27.100,10.000,9.195,8.048,0.805
27.110,10.000,9.187,8.127,0.813
27.120,10.000,9.180,8.200,0.820
27.130,10.000,9.264,7.362,0.736
27.140,10.000,9.271,7.285,0.729
27.150,10.000,9.238,7.624,0.762
27.160,10.000,9.270,7.298,0.730
27.170,10.000,9.185,8.152,0.815
27.180,10.000,9.201,7.990,0.799
27.190,10.000,9.219,7.813,0.781
27.200,10.000,9.241,7.593,0.759
27.210,10.000,9.214,7.862,0.786
27.220,10.000,9.180,8.200,0.820
27.230,10.000,9.272,7.278,0.728
27.240,10.000,9.267,7.330,0.733
27.250,10.000,9.227,7.735,0.773
27.260,10.000,9.219,7.814,0.781
27.270,10.000,9.242,7.584,0.758
27.280,10.000,9.238,7.621,0.762
27.290,10.000,9.215,7.848,0.785
27.300,10.000,9.206,7.939,0.794
27.310,10.000,9.226,7.738,0.774
27.320,10.000,9.258,7.424,0.742
27.330,10.000,9.196,8.043,0.804
27.340,10.000,9.234,7.661,0.766
27.350,10.000,9.221,7.786,0.779
27.360,10.000,9.192,8.080,0.808
27.370,10.000,9.192,8.080,0.808
27.380,10.000,9.205,7.946,0.795
27.390,10.000,9.197,8.027,0.803
27.400,10.000,9.190,8.100,0.810
27.410,10.000,9.234,7.658,0.766
27.420,10.000,9.214,7.856,0.786
27.430,10.000,9.196,8.039,0.804
27.440,10.000,9.221,7.794,0.779
27.450,10.000,9.211,7.888,0.789
27.460,10.000,9.262,7.384,0.738
27.470,10.000,9.215,7.848,0.785
27.480,10.000,9.223,7.769,0.777
27.490,10.000,9.286,7.138,0.714
27.500,10.000,9.254,7.458,0.746
27.510,10.000,9.281,7.190,0.719
27.520,10.000,9.214,7.856,0.786
27.530,10.000,9.252,7.481,0.748
27.540,10.000,9.268,7.320,0.732
27.550,10.000,9.199,8.006,0.801
27.560,10.000,9.200,8.004,0.800
27.570,10.000,9.211,7.894,0.789
27.580,10.000,9.268,7.323,0.732
27.590,10.000,9.261,7.394,0.739
27.600,10.000,9.246,7.542,0.754
27.610,10.000,9.191,8.093,0.809
27.620,10.000,9.207,7.931,0.793
27.630,10.000,9.226,7.736,0.774
27.640,10.000,9.212,7.878,0.788
27.650,10.000,9.263,7.368,0.737
27.660,10.000,9.267,7.331,0.733
27.670,10.000,9.220,7.797,0.780
27.680,10.000,9.268,7.315,0.732
27.690,10.000,9.283,7.170,0.717
27.700,10.000,9.226,7.741,0.774
27.710,10.000,9.264,7.355,0.736
27.720,10.000,9.221,7.789,0.779
27.730,10.000,9.248,7.519,0.752
27.740,10.000,9.266,7.339,0.734
27.750,10.000,9.245,7.548,0.755
27.760,10.000,9.261,7.392,0.739
27.770,10.000,9.227,7.726,0.773
27.780,10.000,9.264,7.356,0.736
27.790,10.000,9.186,8.142,0.814
27.800,10.000,9.220,7.803,0.780
27.810,10.000,9.229,7.715,0.771
27.820,10.000,9.180,8.196,0.820
27.830,10.000,9.251,7.491,0.749
27.840,10.000,9.194,8.056,0.806
27.850,10.000,9.266,7.342,0.734
27.860,10.000,9.265,7.352,0.735
27.870,10.000,9.206,7.942,0.794
27.880,10.000,9.186,8.144,0.814
27.890,10.000,9.245,7.546,0.755
27.900,10.000,9.183,8.173,0.817
